name_id,year,rank,name,artist,url,c_h_r_o_m_a___c_e_n_s___m_e_a_n___0_1,c_h_r_o_m_a___c_e_n_s___m_e_a_n___0_2,c_h_r_o_m_a___c_e_n_s___m_e_a_n___0_3,c_h_r_o_m_a___c_e_n_s___m_e_a_n___0_4,c_h_r_o_m_a___c_e_n_s___m_e_a_n___0_5,c_h_r_o_m_a___c_e_n_s___m_e_a_n___0_6,c_h_r_o_m_a___c_e_n_s___m_e_a_n___0_7,c_h_r_o_m_a___c_e_n_s___m_e_a_n___0_8,c_h_r_o_m_a___c_e_n_s___m_e_a_n___0_9,c_h_r_o_m_a___c_e_n_s___m_e_a_n___1_0,c_h_r_o_m_a___c_e_n_s___m_e_a_n___1_1,c_h_r_o_m_a___c_e_n_s___m_e_a_n___1_2,h_a_r_m_o_n_i_c___r_m_s_e___m_e_a_n___0_1,m_f_c_c___m_e_a_n___0_1,m_f_c_c___m_e_a_n___0_2,m_f_c_c___m_e_a_n___0_3,m_f_c_c___m_e_a_n___0_4,m_f_c_c___m_e_a_n___0_5,m_f_c_c___m_e_a_n___0_6,m_f_c_c___m_e_a_n___0_7,m_f_c_c___m_e_a_n___0_8,m_f_c_c___m_e_a_n___0_9,m_f_c_c___m_e_a_n___1_0,m_f_c_c___m_e_a_n___1_1,m_f_c_c___m_e_a_n___1_2,m_f_c_c___m_e_a_n___1_3,m_f_c_c___m_e_a_n___1_4,m_f_c_c___m_e_a_n___1_5,m_f_c_c___m_e_a_n___1_6,m_f_c_c___m_e_a_n___1_7,m_f_c_c___m_e_a_n___1_8,m_f_c_c___m_e_a_n___1_9,m_f_c_c___m_e_a_n___2_0,o_n_s_e_t___s_t_r_e_n_g_t_h___m_e_a_n___0_1,p_e_r_c_u_s_s_i_v_e___r_m_s_e___m_e_a_n___0_1,p_i_t_c_h___m_e_a_n___0_1,r_m_s_e___m_e_a_n___0_1,s_p_e_c_t_r_a_l___b_a_n_d_w_i_d_t_h___m_e_a_n___0_1,s_p_e_c_t_r_a_l___c_e_n_t_r_o_i_d___m_e_a_n___0_1,s_p_e_c_t_r_a_l___c_o_n_t_r_a_s_t___m_e_a_n___0_1,s_p_e_c_t_r_a_l___c_o_n_t_r_a_s_t___m_e_a_n___0_2,s_p_e_c_t_r_a_l___c_o_n_t_r_a_s_t___m_e_a_n___0_3,s_p_e_c_t_r_a_l___c_o_n_t_r_a_s_t___m_e_a_n___0_4,s_p_e_c_t_r_a_l___c_o_n_t_r_a_s_t___m_e_a_n___0_5,s_p_e_c_t_r_a_l___c_o_n_t_r_a_s_t___m_e_a_n___0_6,s_p_e_c_t_r_a_l___c_o_n_t_r_a_s_t___m_e_a_n___0_7,s_p_e_c_t_r_a_l___f_l_a_t_n_e_s_s___m_e_a_n___0_1,s_p_e_c_t_r_a_l___r_o_l_l_o_f_f___m_e_a_n___0_1,t_e_m_p_o___m_e_a_n___0_1,t_o_n_n_e_t_z___m_e_a_n___0_1,t_o_n_n_e_t_z___m_e_a_n___0_2,t_o_n_n_e_t_z___m_e_a_n___0_3,t_o_n_n_e_t_z___m_e_a_n___0_4,t_o_n_n_e_t_z___m_e_a_n___0_5,t_o_n_n_e_t_z___m_e_a_n___0_6,z_c_r___m_e_a_n___0_1,t_e_m_p_o_g_r_a_m___m_e_a_n___0_1
20,2020,21,Before You Go,Lewis Capaldi,https://www.youtube.com/watch?v=Jtauh8GcxBY,0.358179628849029,0.376912266016006,0.346416175365448,0.307817101478577,0.268445074558258,0.25968673825264,0.175297886133194,0.194158986210823,0.236883118748665,0.158533036708832,0.210471972823143,0.159046366810799,0.19133186340332,-158.007339477539,148.065551757812,-8.96950721740723,50.6173515319824,-7.06378698348999,25.2840881347656,-4.0476188659668,9.71540260314941,6.03892803192139,-0.0300215054303407,-0.308007806539536,-1.40433979034424,6.18732929229736,-1.83135867118835,2.43444561958313,-4.21535730361938,-1.55712556838989,-3.53555846214294,0.45540064573288,-2.91924810409546,1.06486189365387,0.0598030015826225,1042.60302734375,0.141952080088176,1339.05409592241,1055.78945774048,17.5944198074588,15.9403180436381,17.7147174502891,17.4756068479651,20.1669212353383,24.6579269771461,46.670529782514,0.006140770856291,2392.0366320685,112.5,-0.0478513563550487,0.0465810866795699,-0.0455472767457092,0.0430146481091449,0.007152098335696,-0.0043289812011956,0.0395325111447641,0.230111637294059
21,2020,22,Falling,Trevor Daniel,https://www.youtube.com/watch?v=olGSAVOkkTI,0.256706684827805,0.318466454744339,0.368024319410324,0.382648974657059,0.295417487621307,0.249357312917709,0.216777637600899,0.181078255176544,0.178334072232246,0.178897500038147,0.204822167754173,0.205021426081657,0.177676409482956,-208.250198364258,177.592590332031,11.2730474472046,23.2673053741455,-8.04973316192627,13.4323139190674,-1.12314391136169,-3.12661099433899,-6.11991548538208,1.43270289897919,-2.0104992389679,-2.75548958778381,1.25832402706146,-3.34210014343262,0.302589207887649,-6.59228181838989,-3.16618752479553,-3.50239753723145,0.861737251281738,-0.668861865997314,0.834978580474854,0.0407398603856563,864.6708984375,0.123369791536463,902.626206720299,706.922579995453,19.5307994753375,16.7947241671759,19.4764293624525,21.1408403195535,21.539827723868,26.1299297433696,40.8261141843893,0.0033539636060595,1437.1166087963,122.282608695652,-0.0154708297747857,0.0069643966664627,0.00677380592932,-0.0142468550700012,0.0008696382574226,0.0036889341883778,0.0324439959314091,0.245207288770482
22,2020,23,"10,000 Hours","Dan + Shay,Justin Bieber,",https://www.youtube.com/watch?v=bNI1POQ9Nu8,0.413189291954041,0.328983664512634,0.343830585479736,0.325575053691864,0.232058301568031,0.16328701376915,0.186258405447006,0.193034768104553,0.217679172754288,0.210499197244644,0.250212222337723,0.262738913297653,0.0373832620680332,-290.770538330078,159.428405761719,-13.7240943908691,28.9041366577148,-27.645658493042,24.1740703582764,-9.63642311096191,0.406971961259842,-2.21008539199829,2.69773864746094,-4.97005987167358,-2.56834173202515,3.93180370330811,-3.56972908973694,2.42991852760315,-3.85816526412964,2.24778914451599,-5.04786968231201,1.33679723739624,-9.94871711730957,0.965226352214813,0.0110985124483704,1094.3359375,0.027272759366334,1426.52214365853,1108.28496005116,18.7277667729606,17.8066949651607,19.394402097009,20.2488585263214,19.3669903085149,23.2364844872746,50.7439163406267,0.0000373533512174617,2311.67749784472,89.2857142857143,-0.0117576486476399,0.0306563739012993,0.0254579961639037,0.0253251242867072,0.0024602239816527,0.0224098802279235,0.0474608562395986,0.237285685175558
23,2020,24,WAP,"Cardi B,Megan Thee Stallion,",https://www.youtube.com/watch?v=Wc5IbN4xw70,0.294915765523911,0.154033228754997,0.313133478164673,0.280492067337036,0.373752653598785,0.200952589511871,0.417689323425293,0.187294438481331,0.296011239290237,0.144959807395935,0.243238762021065,0.0975760743021965,0.169476300477982,-200.153594970703,105.585861206055,-8.88210201263428,38.2477149963379,-4.34993505477905,25.1387519836426,-4.70604372024536,13.68541431427,4.7260799407959,4.3536548614502,5.7874116897583,-4.22477388381958,2.70387148857117,1.66405916213989,2.64743041992188,0.82170170545578,6.82171535491943,0.691922903060913,3.61847853660583,-0.878018200397491,1.54264986515045,0.0753866583108902,1572.52526855469,0.131462835661659,1485.63994587649,1371.58376977768,21.0434985340783,16.6036491785283,17.5657755818657,17.3891341306423,18.8882729949188,25.5372142295434,48.8129705573668,0.0041093868203461,2823.49968043201,133.928571428571,-0.0142958338033735,-0.0209669005541289,0.0225333467830187,-0.0021175452839562,0.0063181960901565,0.0334726428223871,0.0605130713400868,0.137979560245231
24,2020,25,Ballin',"Mustard,Roddy Ricch,",https://www.youtube.com/watch?v=DGoqaJtkMqE,0.1038518846035,0.429336875677109,0.448084533214569,0.289921432733536,0.421236544847488,0.279252380132675,0.234736412763595,0.0674684420228004,0.0582783222198486,0.210465431213379,0.224687322974205,0.0476376935839653,0.185319781303406,-193.405395507812,135.630157470703,-14.4522075653076,33.7062530517578,-10.9999876022339,14.0590686798096,0.176631271839142,4.89692211151123,3.52281212806702,5.81337594985962,4.47444486618042,6.85371589660645,9.82309532165527,0.801272511482239,7.83769083023071,5.0912914276123,4.30870580673218,-2.00762510299683,3.43309569358826,2.18090891838074,1.26212108135223,0.0651029348373413,1250.380859375,0.134997536862091,1202.06145210851,1037.49067001258,19.2908125874068,15.9681221309617,17.5882887852408,17.8823128381609,20.4882786488771,23.7685905392837,44.1648270027553,0.0000841873479657806,2089.50333581971,125,0.0504334516597279,-0.055838474276678,-0.190642099288557,-0.120573585901399,0.0494409992978321,-0.0282918338150486,0.0397781789597508,0.197977724714763
25,2020,26,Hot Girl Bummer,Blackbear,https://www.youtube.com/watch?v=yMlKJGKyoCo,0.411811828613281,0.440785050392151,0.452344745397568,0.42732509970665,0.278579235076904,0.208807989954948,0.0589491128921508,0.0504141002893447,0.031273391097784,0.0438359603285789,0.0280772875994443,0.232426196336746,0.176907688379288,-135.609573364258,138.273040771484,-19.7394409179688,45.8904991149902,-16.4221324920654,29.4962043762207,-2.41360402107239,6.90904331207275,3.82896208763123,-0.495615780353546,-4.71022272109985,1.38309597969055,4.78958606719971,-9.17444610595703,6.8408260345459,-2.99017882347107,1.21442139148712,-1.87396466732025,0.44704195857048,-4.6247034072876,1.26389050483704,0.0743499547243118,1263.73510742188,0.140436018693481,1506.70237101021,1319.57982029972,19.7548675740559,16.3527330825298,17.5549488741129,17.4893423308838,20.3094516570549,25.2308200910542,49.3792039357579,0.0126254307106137,2932.46994403114,130.813953488372,0.0069701342474177,0.0321416876321622,0.006203513681095,0.0716605335358622,-0.0218358165095868,0.0154086779903304,0.0564965492616242,0.178883699846692
26,2020,27,Blueberry Faygo,Lil Mosey,https://www.youtube.com/watch?v=V_jHc_n0p9c,0.25646299123764,0.46083390712738,0.461068153381348,0.492046684026718,0.310725420713425,0.208866819739342,0.206687718629837,0.0287842750549316,0.0280145686119794,0.0539732910692691,0.0635351836681366,0.0360294729471206,0.189979165792465,-183.716003417969,138.596878051758,13.3756656646729,39.3448028564453,-19.4579086303711,39.5263366699219,-9.48423671722412,8.04311275482178,4.23885011672974,2.74673175811768,-1.36415004730225,-0.913492560386658,-0.168267041444778,-7.04300308227539,10.0920009613037,-3.47255158424377,2.37615275382996,-0.0416022762656211,7.96661424636841,1.23195207118988,1.09768450260162,0.0584121569991111,910.387145996094,0.134397458569027,1475.95273700884,1173.68346274722,19.5199896973344,17.0852448394362,17.4849996111665,18.5356517262782,20.5385342275446,22.756287728624,47.8711268408267,0.0004851984849665,2812.21618814931,98.6842105263158,-0.0590428748498715,-0.0338298916009951,-0.0652466515926585,-0.0541275049049006,0.0219179432167525,0.0408212799246213,0.033657559251613,0.188660559314389
27,2020,28,Heartless,The Weeknd,https://www.youtube.com/watch?v=fFxH4gTYY_M,0.105342395603657,0.225118160247803,0.387642234563828,0.381268292665482,0.374240696430206,0.364313066005707,0.339435786008835,0.215275019407272,0.155581548810005,0.120943270623684,0.146105617284775,0.144993335008621,0.198036760091782,-121.258361816406,134.110931396484,-14.5789937973022,36.4528274536133,-28.0047283172607,32.7307090759277,-23.3234710693359,15.8247966766357,-8.44430637359619,-2.91776323318481,2.75217700004578,-2.56300973892212,1.47025048732758,-4.69143772125244,5.92665910720825,-3.79180312156677,7.84395217895508,-4.08652114868164,1.16628432273865,-5.13661575317383,1.12338054180145,0.070540077984333,1112.31359863281,0.146517159454166,1732.60643333472,1603.59237229687,19.7772847189247,16.4444986253683,17.6478033901441,17.7596273741673,21.00649657234,23.5090020768319,51.2193188165376,0.0000460092669527512,3665.64726192526,110.294117647059,0.0107203692162151,-0.0182332814283779,0.0114143279473904,-0.0848546866800413,-0.0144283659243529,-0.0094941536842523,0.0685892486477807,0.222305793020923
28,2020,29,Bop,DaBaby,https://www.youtube.com/watch?v=E7Kv4rzirjM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,2020,30,Lose You to Love Me,Selena Gomez,https://www.youtube.com/watch?v=zlJDTxahav0,0.32182976603508,0.335649728775024,0.412213414907455,0.363248378038406,0.236053019762039,0.180799216032028,0.173234045505524,0.157487213611603,0.145592510700226,0.204674586653709,0.268109023571014,0.279842853546143,0.149197518825531,-191.354949951172,142.898010253906,0.254671394824982,48.1972274780273,-6.19170761108398,22.403980255127,-6.43455696105957,10.5207681655884,6.77106618881226,-8.01175689697266,8.59860134124756,3.77588987350464,0.609315574169159,-1.21530628204346,1.54443943500519,-5.88180589675903,2.24865818023682,-2.05180668830872,-1.46267580986023,2.29493284225464,0.995647549629211,0.0394673906266689,1043.19067382812,0.105728420072524,1341.90930345602,1084.89046168875,17.1684515669727,16.3503438375078,18.4576513828018,18.2383428860224,22.5828295155203,27.0169301735456,48.0748558326357,0.0059471428394317,2425.07488573212,156.25,0.0029588212489682,0.0206977293661143,0.0285821911417291,-0.0490985786819476,-0.002172539152998,0.0095759613584839,0.0462064322245489,0.251550079033344
30,2020,31,Good as Hell,Lizzo,https://www.youtube.com/watch?v=vuq-VAiW9kw,0.287291616201401,0.425392061471939,0.253389298915863,0.304529100656509,0.278345346450806,0.223244607448578,0.22652542591095,0.215094521641731,0.187236368656158,0.18316039443016,0.356139302253723,0.239175111055374,0.0873316526412963,-196.989639282227,147.979766845703,-37.2100105285645,27.4317474365234,-24.0739669799805,17.074857711792,-14.1114282608032,5.95867013931274,-4.45151948928833,0.756353199481964,-1.31420290470123,-4.28652238845825,3.1250114440918,-3.37882423400879,6.68957901000977,-0.817044794559479,3.26783132553101,0.749747931957245,0.906073868274689,-1.67672550678253,1.0891489982605,0.0361521244049072,1380.27758789062,0.0668960050628627,1419.03315301775,1300.11057720879,19.2978812738329,15.0948904417486,18.3700042810394,18.0750276312254,18.6610603537559,23.6073802030911,48.4453217836155,0.0003509108792059,2728.23163892485,193.965517241379,-0.0724688403369033,-0.0194042113321563,-0.0223983750356818,-0.0259221956200147,0.0509569110380376,-0.0133973401028986,0.058534616476597,0.205944252896917
31,2020,32,Toosie Slide,Drake,https://www.youtube.com/watch?v=xWggTb45brM,0.419622272253036,0.247332781553268,0.418415665626526,0.399066537618637,0.23438061773777,0.215135097503662,0.154118478298187,0.239603891968727,0.186926126480103,0.180890709161758,0.186798423528671,0.239241898059845,0.137665092945099,-240.632339477539,125.87956237793,19.9407634735107,33.8047981262207,-10.5177431106567,20.1904354095459,-6.82733869552612,4.35373497009277,-2.59276819229126,1.76981449127197,-1.69105577468872,0.206093341112137,1.12161445617676,-2.9042341709137,1.94649708271027,-2.7919135093689,6.61509227752686,0.500461459159851,3.48056268692017,-4.36557960510254,1.20440399646759,0.0411602035164833,1087.42980957031,0.0983500479724265,1439.59228314271,1208.64880745124,20.0473560558493,15.5121746874637,17.2801495364431,16.9007501797893,18.0533758649716,20.300900351259,49.3317734923482,0.0307309962809085,2458.61230632603,108.173076923077,0.0104279307975183,0.107146517088447,0.0769941728708309,0.0273019929798558,-0.0214622997961846,0.026947196865899,0.0463588804990326,0.156108795792032
32,2020,33,Break My Heart,Dua Lipa,https://www.youtube.com/watch?v=Nj2U6rhnucI,0.259081125259399,0.302377045154571,0.317639946937561,0.323472410440445,0.277887165546417,0.161138102412224,0.089897021651268,0.119830973446369,0.17516852915287,0.314987361431122,0.327623188495636,0.188875287771225,0.226704478263855,-117.182708740234,129.318557739258,-16.9639072418213,48.6295585632324,-19.1211833953857,28.3762474060059,-11.8419799804688,15.3128137588501,-2.52770400047302,-3.85203671455383,7.31876277923584,-0.433817654848099,7.28668165206909,0.342051684856415,5.06577682495117,-3.61383819580078,5.5904393196106,-3.29767203330994,3.26927089691162,0.431959718465805,1.16322386264801,0.094681866466999,1258.63891601562,0.179432758115939,1600.68973291579,1416.90392397341,17.5925228867845,15.236230804526,17.3645414955423,17.3031382985853,19.6001251167503,23.144783997633,50.3401120605033,0.0145087735727429,3132.81900458432,112.5,-0.0011355402885482,0.0273087396888572,-0.0526252262665861,-0.0033160652655337,0.0301145233480057,0.0102824176789347,0.0628124018347449,0.191352664807181
33,2020,34,Chasin' You,Morgan Wallen,https://www.youtube.com/watch?v=iBduQb1S-4s,0.384572774171829,0.254325121641159,0.376642942428589,0.454455316066742,0.261676788330078,0.078966699540615,0.281818419694901,0.148632273077965,0.149769067764282,0.27087476849556,0.136778876185417,0.11769326031208,0.224815934896469,-132.179107666016,159.439697265625,-14.8066120147705,46.9776954650879,-7.59206295013428,21.1295013427734,-5.46501159667969,4.49395227432251,-2.90623569488525,1.2495698928833,1.51041913032532,-3.63448929786682,1.46094942092896,-4.76243352890015,3.06188535690308,-1.89295196533203,0.374232709407806,-1.77447032928467,3.57150745391846,-2.85608124732971,0.980170488357544,0.084141619503498,1082.98156738281,0.174198787973678,1285.9992205586,1033.95233153437,17.594543421974,16.4354869217347,18.750540290448,17.7539303026929,17.6948319442425,21.98452064502,47.2468577432741,0.0152647644281387,2081.0403143546,96.9827586206896,0.0326267668049137,0.0106235303453408,0.0420145057035489,0.0012606089827025,0.0122377263175001,0.110952074597301,0.0452370844538204,0.211278059898421
34,2020,35,Savage Love (Laxed – Siren Beat),"Jawsh 685,Jason Derulo,",https://www.youtube.com/watch?v=Jvcv8trEuao,0.222448006272316,0.405534654855728,0.322299361228943,0.23421411216259,0.262753993272781,0.392502874135971,0.144601687788963,0.223800256848335,0.398395627737045,0.141589716076851,0.0860287845134735,0.0951664224267005,0.101199306547642,-181.964828491211,120.624778747559,-25.7759208679199,35.3088836669922,-15.0937004089355,22.4024333953857,-6.77816534042358,7.41727447509766,-2.03486514091492,-1.21516942977905,-0.633805096149445,-1.01441824436188,2.61205887794495,-5.52508544921875,0.673612356185913,-3.68391823768616,2.64885020256042,-2.48769807815552,3.62777948379517,-1.2187203168869,1.23307311534882,0.046038944274187,1466.03845214844,0.080918188617475,1529.22527040979,1434.54509940516,20.4924713785955,16.8300789146666,18.5624033691525,18.2033012457289,18.9898627507806,22.0897300146131,50.1956754339111,0.0033700875937938,3039.67695496767,148.026315789474,-0.0907290475698369,0.0188177836022838,-0.142462971496223,0.121928993752509,-0.0373806624922262,-0.0690057299798711,0.0675487860524486,0.172672843508511
35,2020,36,No Guidance,"Chris Brown,Drake,",https://www.youtube.com/watch?v=oOni4BMeMp0,0.233115091919899,0.222339153289795,0.342922180891037,0.416207671165466,0.321317493915558,0.17561449110508,0.0689261928200721,0.0670724362134933,0.0674652457237243,0.241268441081047,0.355401605367661,0.37735852599144,0.192782804369926,-170.567932128906,143.970062255859,9.61431694030762,36.8560028076172,-20.908145904541,19.3871173858643,-13.0333490371704,-0.706246078014374,0.256713926792145,1.75016367435455,3.01076316833496,3.40671396255493,10.6040391921997,1.61200284957886,6.86018657684326,-0.981039226055145,1.72365403175354,-0.237953767180443,3.19218993186951,-2.06001043319702,1.12550330162048,0.076251596212387,1126.98083496094,0.147842112073866,1289.77506667575,1052.23576545523,18.5639185520752,15.7398687386972,18.6254449932028,19.484797594271,20.0540522567641,22.9903724534413,45.1613408057453,0.0140053164213895,2336.77652792839,93.75,0.0225549327168456,0.0060333299688606,0.0767259669936027,-0.051240466278908,-0.0000171277398744359,-0.0007188391954095,0.0418787829332106,0.16922483135507
36,2020,37,My Oh My,"Camila Cabello,DaBaby,",https://www.youtube.com/watch?v=6fd2kkLmSDQ,0.215474277734756,0.277741104364395,0.235121876001358,0.373083919286728,0.378248512744904,0.36842754483223,0.361956208944321,0.245566830039024,0.219985872507095,0.197457000613213,0.13593927025795,0.0962845459580421,0.0901852399110794,-220.066040039062,133.312210083008,-25.6104030609131,23.5846157073975,-7.49874353408813,16.4188232421875,-2.40648603439331,18.1084842681885,2.13357853889465,0.438970655202866,12.4804191589355,-1.42761397361755,4.40910148620605,0.478430092334747,2.80144691467285,3.47704410552979,1.37279486656189,-1.83675014972687,3.52586364746094,-0.858904123306274,1.10942029953003,0.0384055227041244,1445.59423828125,0.070646639846916,1241.37346646501,1117.85883496389,20.1159681839125,16.7079977813873,18.4561578660835,18.4483608286153,21.5940768877193,25.7895174823045,44.4355394662295,0.0374523811042308,2282.42869235633,104.166666666667,-0.0327262928220372,-0.0160289432004431,-0.0422966701268903,0.0262986903447609,0.016447728883591,0.0271100130171678,0.0542634288992493,0.179200221091092
37,2020,38,Dynamite,BTS,https://www.youtube.com/watch?v=gdZLi9oWNZg,0.380617052316666,0.409131616353989,0.352576643228531,0.344707816839218,0.260671496391296,0.213053405284882,0.214145824313164,0.186708837747574,0.148378074169159,0.175881087779999,0.187565043568611,0.229765623807907,0.21556381881237,-117.264961242676,125.995292663574,-29.2203159332275,49.8123092651367,-13.0766696929932,36.6023483276367,-9.41822814941406,14.8494882583618,2.36757659912109,6.00047159194946,3.77236080169678,0.839070856571198,7.37411451339722,-1.62626159191132,4.67678689956665,-2.5641143321991,5.95625305175781,-2.51666879653931,2.97443628311157,-3.14767670631409,1.21905124187469,0.076590359210968,1508.55541992188,0.160472404508379,1605.77467843568,1492.71332963099,18.578714584111,14.9656519186584,16.9883340316428,17.0047241333822,18.7272212464444,22.1867137347922,50.9671398420027,0.0024266003165394,3266.82938239242,114.795918367347,-0.0098341917489063,0.0080736386587375,-0.0102749003243959,0.0119304087526785,0.014055191004483,0.0204058670345806,0.063121747745153,0.19827660154905
38,2020,39,Go Crazy,"Chris Brown,Young Thug,",https://www.youtube.com/watch?v=dPhwbZBvW2o,0.243903025984764,0.273208737373352,0.301504224538803,0.342319965362549,0.237036928534508,0.200284197926521,0.205860361456871,0.363926976919174,0.217085421085358,0.347736299037933,0.203270733356476,0.142138332128525,0.195113703608513,-169.617416381836,123.048126220703,2.24932670593262,47.6740951538086,-20.4328174591064,26.4684543609619,-11.4041118621826,5.16808271408081,-3.19028735160828,2.79387974739075,-3.219402551651,-4.4719500541687,5.06907272338867,-4.53776502609253,4.8625807762146,-2.33868384361267,4.40100526809692,-3.75592470169067,0.238764241337776,-3.6386137008667,1.18900728225708,0.0588252544403076,1144.66271972656,0.140324067420094,1605.8683152848,1334.27706044191,20.6682780549538,15.714267205329,17.4975104993816,17.2545042321054,18.2894601769738,20.813408585646,50.7472776466006,0.0194490253925323,3078.91952063745,93.75,0.0314534853889835,0.0616538341372655,0.0196419404964945,-0.002248877673748,0.030768685867468,0.0324134995114265,0.0455952076416696,0.189392671807297
39,2020,40,High Fashion,"Roddy Ricch,Mustard,",https://www.youtube.com/watch?v=ZxIoWgRaR3g,0.316173821687698,0.386192202568054,0.33231994509697,0.430649697780609,0.262047648429871,0.242744773626327,0.207225203514099,0.234330669045448,0.187198609113693,0.190550923347473,0.218971386551857,0.185800671577454,0.0784496068954467,-251.123046875,152.750061035156,-9.74073600769043,42.9810752868652,-7.65788555145264,17.7585144042969,-2.09170436859131,0.0997675657272338,-1.04862225055695,1.48123562335968,2.10360503196716,-1.27616846561432,4.37420177459717,-2.82383847236633,6.3652982711792,0.328673183917999,-1.01519989967346,-0.32623365521431,3.26148581504822,-2.46816873550415,1.1002391576767,0.0276772081851959,956.935241699219,0.0592742877879505,1184.32914711351,885.022850097202,18.0242728650319,16.0951031604719,17.4216210538178,17.0500049303357,17.7295214742332,22.2692927714011,45.0678236658478,0.062288761138916,1865.49872775758,98.6842105263158,-0.0568083486864051,0.0250762584702526,0.0095073756381244,0.0025870180888012,0.0212288317479757,0.0188705936032436,0.0328983305979593,0.177548744016432
40,2020,41,Laugh Now Cry Later,"Drake,Lil Durk,",https://www.youtube.com/watch?v=JFm7YDVlqnI,0.265245586633682,0.34455132484436,0.395062297582626,0.387746214866638,0.291263073682785,0.132921308279037,0.177317380905151,0.115238480269909,0.137260168790817,0.229382693767548,0.31416118144989,0.216679438948631,0.0910994186997413,-230.153915405273,160.880172729492,2.50527811050415,15.2694091796875,-11.7633352279663,16.912052154541,0.651087284088135,-0.37633416056633,-1.21790766716003,-0.819283366203308,-0.816507875919342,-0.816944539546967,0.459158718585968,2.04025769233704,1.78443956375122,-1.94319343566895,3.04970955848694,-1.3002382516861,4.95584535598755,0.472823023796081,1.08621335029602,0.0384723804891109,1162.79748535156,0.0721162163594884,1030.883175029,882.115340018398,19.2702858781361,14.1917434094514,17.2721163246474,19.6188641882077,20.7786436408805,25.2655879773173,41.2172776775494,0.0179797504097223,1797.3306816315,133.928571428571,-0.0089924256944251,-0.0150589840108249,0.0048305374065817,-0.0674063891640513,0.0280134668834678,0.0146387471882255,0.040976680732928,0.175035570199826
41,2020,42,Woah,Lil Baby,https://www.youtube.com/watch?v=nUEqPtVGIpE,0.0951094925403595,0.353247582912445,0.414575070142746,0.398949295282364,0.338391304016113,0.223256707191467,0.281529366970062,0.287527531385422,0.218058973550797,0.221937522292137,0.134012162685394,0.078922115266323,0.278284043073654,-166.797805786133,135.1376953125,-8.17573547363281,36.1689987182617,-13.7932643890381,26.0886707305908,6.62393283843994,8.79592609405518,-4.03845596313477,10.164794921875,13.2434186935425,-2.70517826080322,3.95317435264587,5.35970735549927,9.10910511016846,-0.359174698591232,3.64142370223999,0.332306891679764,3.16295766830444,0.855700314044952,1.48729598522186,0.0892312675714492,1153.17736816406,0.196038906162488,1250.36125707036,1066.63080757846,20.9031049995514,16.4074068331716,17.8182923688196,20.1207552794872,19.2302799815109,22.2209061406013,46.9234918058189,0.0240391362458467,2041.6083897609,144.230769230769,0.0210419559616611,-0.0408539923046415,-0.0116285327139136,-0.0594418932237496,0.0254876844672129,-0.0044989499846895,0.0378973882987811,0.142385635909759
42,2020,43,Death Bed,"Powfu,Beabadoobee,",https://www.youtube.com/watch?v=jJPMnTXl63E,0.417656481266022,0.362432360649109,0.292588889598846,0.314686775207519,0.237273722887039,0.188615053892136,0.203217327594757,0.242226436734199,0.215585291385651,0.0557928569614887,0.123095892369747,0.403379648923874,0.123581163585186,-213.669082641602,154.767517089844,-33.5528182983398,39.941764831543,-11.2022800445557,-4.23715257644653,4.70132827758789,-7.38889598846436,-3.46309638023376,-6.44370317459106,-7.75125503540039,-6.75101709365845,-0.74714720249176,-2.58885049819946,-2.0234797000885,-4.48000812530518,-6.39519786834717,-5.06627511978149,-3.0924437046051,-4.18813467025757,1.03573000431061,0.0448767282068729,1196.26403808594,0.0923229487348579,1094.61640738782,975.094264932532,23.1358091491522,16.8073778235689,17.4712730246562,16.1595319611527,17.0137242055825,30.701859792263,38.2245500631707,0.0046948213130235,2046.51676173529,144.230769230769,-0.0150454431103943,-0.031381623585626,0.117224343046931,0.0841729309533948,-0.0194811422575343,-0.0072919563618296,0.0420945734032594,0.193204346454379
43,2020,44,Señorita,"Shawn Mendes,Camila Cabello,",https://www.youtube.com/watch?v=3NcL3yUK4S0,0.289799213409424,0.347870022058487,0.302433669567108,0.359564781188965,0.352623730897903,0.318308651447296,0.233028754591942,0.202582687139511,0.134450823068619,0.119969949126243,0.194129183888435,0.156321510672569,0.206322476267815,-139.584213256836,140.802932739258,-26.9480819702148,51.8655281066895,-10.2620420455933,30.6732368469238,-1.13124406337738,6.2364354133606,2.37529730796814,-2.4303240776062,11.144079208374,-0.514839470386505,1.36571514606476,-2.75567173957825,4.21408796310425,-1.07462561130524,2.64382553100586,-0.218600273132324,1.56449127197266,-1.99788749217987,1.09351921081543,0.0619520246982574,1175.26354980469,0.147273768400118,1384.10717909607,1176.46474545073,19.9233568895379,16.6099778535865,17.7239609773324,17.9906739267983,19.6145148055252,24.4561835136006,47.1725786218747,0.0165241211652755,2631.21212026317,117.1875,-0.0368085956376498,0.0278245179735963,-0.0273645596901357,0.0155014955466168,0.0274344667913044,-0.0002108757561973,0.0438647218710601,0.199501755932319
